User,Original_track,Recommended_tracks
User 5),119531: ['Vicente Fernández'] — Me Está Esperando María),"150227: ['Vicente Fernández'] — El Prisionero, 69079: ['Vicente Fernández'] — Urge, 135375: ['Vicente Fernández'] — Rey Sin Palacio, 7347: ['Vicente Fernández'] — Con La Misma Tijera, 26340: ['Vicente Fernández'] — Hoy He Visto Pasar A Maria, 50917: ['Beatriz Adriana'] — Adios y Bienvenida, 104027: ['Yolanda Del Rio'] — Tus Maletas En La Puerta, 130269: ['Vicente Fernández'] — Parece Que Fue Ayer, 118559: ['Mariachi Vargas De Tecalitlan'] — La culebra, 148704: ['Beatriz Adriana'] — Arrepentida y Sola"
User 5),120168: ['Spice Girls'] — If U Can't Dance),"91019: ['Mitski'] — Townie, 48944: [""Mother's Finest""] — Love Changes, 76929: ['Markos Vamvakaris', 'Apostolos Xatzixristos'] — Mia omorfi melaxrini, 61216: ['Charles Gounod', 'Celestina Casapietra', 'Rundfunk-Sinfonieorchester Leipzig', 'Herbert Kegel'] — Margarethe: Rezitativ und Lied vom König von Thule ""Juwelenarie"", 126033: ['Hans Christian Lumbye', 'Orchestra of the Royal Danish Theatre', 'Georg Høeberg'] — Jernbanegalop, 138833: ['Wax Fang'] — Majestic, 109514: ['Nilla Pizzi'] — Samba ciociara, 102999: ['Lenny LeBlanc'] — There Is None Like You - Live, 35260: ['Phil Oakey', 'Giorgio Moroder'] — Together In Electric Dreams - Remastered / From ""Electric Dreams"" Original Motion Picture Soundtrack, 80961: ['Garnet Mimms & The Enchanters'] — For Your Precious Love"
User 5),120098: ['Van Halen'] — Right Now),"10799: ['Led Zeppelin'] — Bron-Yr-Aur - 1993 Remaster, 47055: ['Led Zeppelin'] — Moby Dick - Remaster, 101227: ['Led Zeppelin'] — Darlene - Remaster, 136143: ['Van Halen'] — And the Cradle Will Rock..., 65826: ['Aerosmith'] — Somebody, 150282: ['Van Halen'] — One Way to Rock - Live, 29902: ['Led Zeppelin'] — Achilles Last Stand - 1990 Remaster, 11593: ['AC/DC'] — Walk All Over You, 48035: ['Blue Öyster Cult'] — Flaming Telepaths, 165227: ['Van Halen'] — You Really Got Me / Cabo Wabo - Live"
User 5),132087: ['Thin Lizzy'] — The Boys Are Back In Town - Remix),"117077: ['Thin Lizzy'] — Renegade, 117074: ['Thin Lizzy'] — Angel of Death, 116113: ['Thin Lizzy'] — Johnny, 83186: ['Thin Lizzy'] — Still In Love With You, 67655: ['Thin Lizzy'] — Cold Sweat, 11085: ['Thin Lizzy'] — Dancing In The Moonlight (It's Caught Me In It's Spotlight), 115867: ['Thin Lizzy'] — Fighting My Way Back, 49388: ['Thin Lizzy'] — Chinatown, 131711: ['Thin Lizzy'] — It's Only Money, 147332: ['Thin Lizzy'] — Emerald - Live"
User 5),169747: ['Pierce The Veil'] — Dive In),"89588: ['Pierce The Veil'] — Wonderless, 72485: ['Pierce The Veil'] — Chemical Kids and Mechanical Brides, 54307: ['Motion City Soundtrack'] — L.G. FUAD, 54876: ['Hellogoodbye'] — Here (In Your Arms), 16703: ['Motion City Soundtrack'] — Everything Is Alright, 73450: ['Pierce The Veil'] — One Hundred Sleepless Nights, 138180: ['Pierce The Veil'] — Falling Asleep on a Stranger, 106798: ['Marianas Trench'] — Good To You, 169324: ['Quietdrive'] — Forget the Lies, 122867: ['Pierce The Veil'] — Fast Times at Clairemont High"
User 5),12279: ['Metallica'] — The Four Horsemen (Remastered)),"33784: ['Metallica'] — Hero Of The Day, 136314: ['Metallica'] — Prince Charming, 120490: ['Metallica'] — Blitzkrieg, 32126: ['Metallica'] — To Live Is to Die (Remastered), 12432: ['Metallica'] — Fade To Black (Remastered), 120047: ['Metallica'] — Poor Twisted Me, 151422: ['Metallica'] — Enter Sandman - Live with the SFSO, 31460: ['Metallica'] — Escape (Remastered), 13209: ['Metallica'] — One (Remastered), 12850: ['Metallica'] — Battery (Remastered)"
User 6),56639: ['NEFFEX'] — Rumors),"55245: ['Maxence Cyrin'] — Where Is My Mind, 59107: ['Mitsos Arapakis'] — Evga Gkolfo sto voyno, 140991: ['Loveys Band'] — Mango Vert, 75301: ['Эрнест Хемингуэй'] — Часть 29.3 & Часть 30.1 - Фиеста, 57878: ['Эрих Мария Ремарк'] — Часть 21.3 & Часть 22.1 - На Западном фронте без перемен, 91062: ['TheFatRat'] — Xenogenesis, 95974: ['Angel Viloria Y Su Conjunto Tipico Cibaeño', 'Dioris Valladares'] — A Lo Oscuro, 95245: ['Unspecified'] — Montenegro: Wedding Song, 3917: ['Jorge Vadio'] — The Little Drummer Boy, 125453: ['Эрнест Хемингуэй'] — Часть 15.2 - По ком звонит колокол"
User 6),56964: ['NEFFEX'] — Fight Back),"20659: ['Эрих Мария Ремарк'] — Часть 74.2 - На Западном фронте без перемен, 107503: ['Katie Sky'] — Monsters, 121735: ['Okay Temiz Magnetic Band'] — Çökertme, 142819: ['Anupam Ghatak'] — Shyama Ma Tor Mundamala, 21654: ['Πέτρος Κυριακός'] — Ρούμπα κι όχι αρλούμπα, 71110: ['Colin Hay'] — Waiting For My Real Life To Begin, 39908: ['Roy Fox'] — Down in the Valley, 19924: ['Georgette Heyer', 'Irina Salkow'] — Kapitel 386 - Der Page und die Herzogin, 93995: ['S.N.Tripathi'] — Jai Hind Yeh Hind Ki Kahanian, 22764: ['Leela Bai'] — Sanjh Bhai Ghar Aa Balamwa"
User 6),154840: ['NEFFEX'] — Best of Me),"2183: ['Val Rosing'] — Down Hearted, 153990: ['Max Freegrant'] — Penguins Dancing Too - Danny Rockin & DJ Volsky Remix, 87729: ['Danja Mowf'] — 14 Ladies, 95018: ['Joe Bushkin & Trio'] — Ol' Man River, 41234: ['Эрнест Хемингуэй'] — Часть 101.3 & Часть 102.1 - По ком звонит колокол, 110758: ['Sanjay Oza'] — Tane Jatan Joi Panghat, 142184: ['Giota Xalkia', 'Makis Vasileiadis'] — Mou pariggeile to aidoni, 77471: ['The Hollywood Four Blazes'] — Oh Boy, That's Where My Money Goes, 108938: ['Georgette Heyer', 'Irina Salkow'] — Kapitel 394 - Der Page und die Herzogin, 145749: ['Morgan Blanco'] — Negra Ron y Velas"
User 6),170183: ['NEFFEX'] — Grateful),"142167: ['Giota Xalkia', 'Makis Vasileiadis'] — Apopse mauromata mou, 93732: ['Эрих Мария Ремарк'] — Часть 119.3 - Триумфальная арка, 41004: ['D.P. Korgaonkar'] — Kheloongi Main Ankh Micholi, 157872: ['Cal Tjader Quartet'] — Miss Wiggins, 92528: ['Georgette Heyer', 'Irina Salkow'] — Kapitel 290 - Der Page und die Herzogin, 20065: ['Georgette Heyer', 'Irina Salkow'] — Kapitel 196 - Der Page und die Herzogin, 125316: ['Эрнест Хемингуэй'] — Часть 89.3 - Зеленые холмы Африки, 148494: ['Jermaine Jackson'] — Dynamite, 91099: ['Mr. Kaniption'] — Final Hour, 39187: ['Эрих Мария Ремарк'] — Часть 12.4 & Часть 13.1 - На Западном фронте без перемен"
User 6),16916: ['Skillet'] — Comatose),"122152: ['Skillet'] — Better Than Drugs, 54598: ['Skillet'] — The Last Night, 122684: ['Skillet'] — Would It Matter, 121488: ['Skillet'] — Forsaken, 124628: ['Skillet'] — Legendary, 168271: ['Skillet'] — Believe, 16979: ['Skillet'] — Whispers in the Dark, 88870: ['Skillet'] — Savior, 107425: ['Skillet'] — Sick of It, 138652: ['Skillet'] — Dead Inside"
User 6),17417: ['Skillet'] — Monster),"169232: ['Skillet'] — What I Believe, 122684: ['Skillet'] — Would It Matter, 54598: ['Skillet'] — The Last Night, 121488: ['Skillet'] — Forsaken, 55143: ['Skillet'] — Monster, 138115: ['Skillet'] — Yours to Hold, 90072: ['Skillet'] — Never Surrender, 153408: ['Skillet'] — Awake and Alive, 139493: ['Skillet'] — Circus for a Psycho, 168271: ['Skillet'] — Believe"
User 6),17437: ['Skillet'] — Hero),"18942: ['Skillet'] — Feel Invincible, 168300: ['Skillet'] — Don't Wake Me, 153408: ['Skillet'] — Awake and Alive, 88917: ['Skillet'] — Open Wounds, 72410: ['Skillet'] — Those Nights, 90072: ['Skillet'] — Never Surrender, 138115: ['Skillet'] — Yours to Hold, 124628: ['Skillet'] — Legendary, 168271: ['Skillet'] — Believe, 169232: ['Skillet'] — What I Believe"
User 6),17484: ['Skillet'] — Awake and Alive),"122152: ['Skillet'] — Better Than Drugs, 138115: ['Skillet'] — Yours to Hold, 139493: ['Skillet'] — Circus for a Psycho, 153408: ['Skillet'] — Awake and Alive, 90072: ['Skillet'] — Never Surrender, 124628: ['Skillet'] — Legendary, 169232: ['Skillet'] — What I Believe, 72410: ['Skillet'] — Those Nights, 121488: ['Skillet'] — Forsaken, 168271: ['Skillet'] — Believe"
User 6),37203: ['Skillet'] — Not Gonna Die),"168271: ['Skillet'] — Believe, 139493: ['Skillet'] — Circus for a Psycho, 153408: ['Skillet'] — Awake and Alive, 90072: ['Skillet'] — Never Surrender, 55143: ['Skillet'] — Monster, 138115: ['Skillet'] — Yours to Hold, 168300: ['Skillet'] — Don't Wake Me, 122152: ['Skillet'] — Better Than Drugs, 88917: ['Skillet'] — Open Wounds, 18942: ['Skillet'] — Feel Invincible"
User 6),55143: ['Skillet'] — Monster),"124628: ['Skillet'] — Legendary, 168271: ['Skillet'] — Believe, 121488: ['Skillet'] — Forsaken, 73000: ['Skillet'] — Lucy, 122684: ['Skillet'] — Would It Matter, 168300: ['Skillet'] — Don't Wake Me, 54598: ['Skillet'] — The Last Night, 139493: ['Skillet'] — Circus for a Psycho, 106659: ['Skillet'] — It's Not Me, It's You, 17417: ['Skillet'] — Monster"
User 6),55979: ['Skillet'] — Rise),"18942: ['Skillet'] — Feel Invincible, 139493: ['Skillet'] — Circus for a Psycho, 72410: ['Skillet'] — Those Nights, 168300: ['Skillet'] — Don't Wake Me, 122634: ['Skillet'] — Hero, 17417: ['Skillet'] — Monster, 107425: ['Skillet'] — Sick of It, 88870: ['Skillet'] — Savior, 152888: ['Skillet'] — The Older I Get, 16979: ['Skillet'] — Whispers in the Dark"
User 6),122634: ['Skillet'] — Hero),"153408: ['Skillet'] — Awake and Alive, 121488: ['Skillet'] — Forsaken, 138115: ['Skillet'] — Yours to Hold, 90072: ['Skillet'] — Never Surrender, 169232: ['Skillet'] — What I Believe, 122152: ['Skillet'] — Better Than Drugs, 139493: ['Skillet'] — Circus for a Psycho, 168271: ['Skillet'] — Believe, 73000: ['Skillet'] — Lucy, 55979: ['Skillet'] — Rise"
User 6),124628: ['Skillet'] — Legendary),"73000: ['Skillet'] — Lucy, 169232: ['Skillet'] — What I Believe, 55143: ['Skillet'] — Monster, 168271: ['Skillet'] — Believe, 122684: ['Skillet'] — Would It Matter, 54598: ['Skillet'] — The Last Night, 122152: ['Skillet'] — Better Than Drugs, 153408: ['Skillet'] — Awake and Alive, 121488: ['Skillet'] — Forsaken, 138115: ['Skillet'] — Yours to Hold"
User 6),153408: ['Skillet'] — Awake and Alive),"138115: ['Skillet'] — Yours to Hold, 90072: ['Skillet'] — Never Surrender, 169232: ['Skillet'] — What I Believe, 139493: ['Skillet'] — Circus for a Psycho, 54598: ['Skillet'] — The Last Night, 122684: ['Skillet'] — Would It Matter, 124628: ['Skillet'] — Legendary, 121488: ['Skillet'] — Forsaken, 122152: ['Skillet'] — Better Than Drugs, 168271: ['Skillet'] — Believe"
User 6),17465: ['Flo Rida'] — Right Round),"37465: ['E-40'] — Choices (Yup), 71263: ['JAY-Z'] — The Ruler's Back, 121833: ['D4L'] — Betcha Can't Do It Like Me, 165971: ['SWV', 'Diddy'] — Someone (feat. Puff Daddy), 91909: ['A Boogie Wit da Hoodie', 'Queen Naija'] — Come Closer (feat. Queen Naija), 73994: ['G-Eazy', 'A$AP Ferg', 'Danny Seth'] — Lotta That (feat. A$AP Ferg & Danny Seth), 52640: ['Jermaine Dupri', 'Diddy', 'Snoop Dogg', 'Murphy Lee'] — Welcome To Atlanta (feat. P. Diddy, Snoop Dogg & Murphy Lee) - Coast 2 Coast Remix, 90788: ['Kelly Rowland'] — Kisses Down Low, 167544: ['Webbie', 'Bun B'] — Give Me That, 18378: ['2 Chainz', 'Wiz Khalifa'] — We Own It (Fast & Furious)"
User 6),18100: ['Flo Rida'] — Good Feeling),"121670: ['Fantasia'] — Ain't Gon' Beg You, 19307: ['Roddy Ricch'] — Down Below, 120555: ['T-Dre', 'Delux', 'Cali Life Style'] — Time to Glide, 108512: ['iann dior', 'Gunna'] — Strings, 169868: ['21 Savage', 'Offset', 'Metro Boomin'] — Still Serving, 91531: ['21 Savage', 'Metro Boomin'] — Ocean Drive, 168040: ['Common', 'Dwele'] — The People, 152241: ['JAY-Z'] — Interlude, 136516: ['Silkk The Shocker', 'Fiend'] — If I Don't Gotta, 108285: ['Tory Lanez', 'Rich The Kid'] — TAlk tO Me (with Rich The Kid)"
User 6),37072: ['Flo Rida'] — I Cry),"167592: ['Pretty Ricky'] — Get a Little Closer, 138828: ['Mac Miller'] — Don't Mind If I Do, 14160: ['En Vogue'] — Free Your Mind, 161488: ['Bobby Valentin'] — Aquí No Me Quedo, 135429: ['Cypress Hill'] — When the Ship Goes Down, 165351: ['Mary J. Blige'] — No One Else, 65204: ['Bobby Valentin'] — Huracán, 72594: ['Pitbull', 'Lil Jon'] — The Anthem, 18664: ['Rae Sremmurd'] — This Could Be Us, 72391: ['Gucci Mane'] — Freaky Girl"
User 6),153425: ['Flo Rida'] — Right Round),"151962: ['D12'] — Devils Night, 166773: ['Jagged Edge'] — Girl It's Over, 19708: ['Future', 'Lil Uzi Vert'] — Stripes Like Burberry, 17079: ['Chris Brown'] — Take You Down, 152604: ['J-Kwon'] — Hood Hop, 108322: ['Ski Mask The Slump God', 'SahBabii'] — COOLEST MONKEY IN THE JUNGLE, 54429: ['Yung Joc', 'Brandy ""Ms. B"" Hambrick'] — I Know You See It (feat. Brandy ""Ms. B"" Hambrick), 72532: ['Baby Bash', 'T-Pain'] — Cyclone, 152267: ['Twiztid'] — Afraid of Me, 107659: ['Nicki Minaj', 'LunchMoney Lewis'] — Trini Dem Girls"
User 6),"169636: ['Prince Royce', 'Jennifer Lopez', 'Pitbull'] — Back It Up (feat. Jennifer Lopez & Pitbull) - Video Version)","57292: ['Anuel AA', 'Kendo Kaponi', 'Yandel', 'Ñengo Flow'] — Antes y Después, 53957: ['FLOW'] — Re:member, 36899: ['J Alvarez'] — La Pregunta, 56602: ['Natti Natasha', 'Ozuna'] — Criminal, 36241: ['Arcangel'] — Por Amar A Ciegas, 74466: ['Nicky Jam'] — Hasta el Amanecer, 140844: ['Rauw Alejandro', 'Anuel AA', 'Natti Natasha', 'Farruko', 'Lunay'] — Fantasias - Remix, 38359: ['Lunay', 'Daddy Yankee', 'Bad Bunny'] — Soltera - Remix, 170180: ['Arcangel', 'Bad Bunny'] — Original, 152656: ['Wisin & Yandel', 'Daddy Yankee'] — Paleta"
User 6),"37242: ['will.i.am', 'Justin Bieber'] — #thatPOWER)","55555: ['Childish Gambino'] — Fire Fly, 89004: ['Petey Pablo', 'Twista', 'Jermaine Dupri'] — Freek-A-Leek (feat. Twista & Jermaine Dupri) - Remix (Main Version), 86943: ['Patra', 'Yo-Yo'] — Romantic Call (feat. Yo-Yo), 52591: ['Master P'] — Break 'Em Off Somethin', 17280: ['Usher', 'Jeezy'] — Love in This Club (feat. Young Jeezy), 35744: ['Baby Boy Da Prince', 'Boosie Badazz'] — The Way I Live - Main Explicit, 124717: ['Trippie Redd'] — Love Me More, 53853: ['Black Eyed Peas'] — Shut Up, 55601: ['Nicki Minaj'] — Va Va Voom, 57252: ['Tyler, The Creator'] — BEST INTEREST"
User 6),"18318: ['will.i.am', 'Britney Spears'] — Scream & Shout)","170556: ['Tyga', 'Megan Thee Stallion'] — FREAK, 54523: ['Ludacris', 'Mary J. Blige'] — Runaway Love, 154844: ['Lil Uzi Vert'] — XO Tour Llif3, 87394: ['OutKast'] — 13th Floor / Growing Old, 134862: ['LL Cool J'] — The Boomin' System, 17396: ['Rihanna', 'Ne-Yo'] — Hate That I Love You, 17776: ['Kid Cudi'] — Mojo So Dope, 16450: ['Mario'] — Let Me Love You, 16573: ['Kanye West'] — The New Workout Plan, 37805: ['Young Thug'] — Wyclef Jean"
User 6),37918: ['The Score'] — Legend),"170437: ['Dreamville', 'JID', 'EARTHGANG', 'Buddy', 'Guapdad 4000'] — Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude, 79008: ['Igor Stravinsky', 'Hilde Gueden', 'Eugene Conley', 'Lawrence Davidson'] — The Rake's Progress - Opera in 3 Acts: Act III, Scene 3: There He Is. Have No Fear - I Have Waited - In a Foolish Dream - I Am Exceedingly Weary, 140358: ['Phil Wickham'] — Till I Found You, 57687: ['Luigi Denza', 'Umberto Urbano', 'Unknown Orchestra', 'Manfred Gurlitt'] — Si vous l'aviez compris, 71529: ['Aim', 'Stephen Jones'] — Good Disease, 154239: ['Penny and Sparrow'] — Brothers, 58377: ['Jean Murat'] — Les Gars De La Marine, 66947: ['Rufus & Chaka Khan'] — Heaven Bound, 99817: ['Steeleye Span'] — All Around My Hat - 2009 Remaster, 103424: ['Lovesliescrushing'] — babysbreath"
User 6),37922: ['The Score'] — Unstoppable),"161309: ['Wizzard'] — See My Baby Jive - 2006 Remaster, 108362: ['Lund'] — Low, 118736: ['X JAPAN'] — 紅(イントロ ストリングス), 72761: ['Various Artists', 'Endeverafter'] — No More Words (Jeff Hardy), 136838: ['Ed Ivory', 'Ken Page'] — Oogie Boogie's Song - Soundtrack, 111108: ['Zeki Müren'] — Gelirsin Bir Gün Diye, 86193: ['Heavy D & The Boyz'] — More Bounce, 134858: ['Johnny Gill'] — Feels So Much Better, 165761: ['H2O'] — 5 Yr. Plan, 40905: ['Wolfgang Amadeus Mozart', 'Mieczysław Horszowski', 'Joseph Szigeti'] — Sonate pour violon et piano No. 27 in G Major, K. 379: II. Allegro"
User 6),74531: ['The Score'] — Revolution),"115431: ['Fruko Y Sus Tesos', 'Joe Arroyo'] — Yo Soy el Punto Cubano, 49488: ['Ricky Skaggs'] — Uncle Pen, 34589: ['John Michael Montgomery', 'Alison Krauss', 'Dan Tyminski'] — The Little Girl (feat. Alison Krauss & Dan Tyminski), 4707: ['MGM Studio Orchestra', 'Georgie Stoll'] — Tootie's Music Box, 104120: ['Charlie Rich'] — There Won't Be Anymore, 125990: ['Ludwig van Beethoven', 'Pro Arte Quartet'] — String Quartet No. 12 in E-Flat Major, Op. 127: III. Scherzando vivace (Live), 152691: ['Rehab'] — Bump, 118230: ['Los terribles Del Norte'] — Paseo Vallenato, 146025: ['The Rolling Stones', 'Nicky Hopkins', 'Ry Cooder'] — It Hurts Me Too, 63092: ['Dinah Washington', 'Brook Benton'] — Someone To Believe In"
User 6),124616: ['The Score'] — Born For This),"98887: ['The Jamaicans'] — Things You Say You Love, 63079: ['Jimmy Reed'] — Baby, What You Want Me To Do, 79040: ['Richard Wagner', 'Annelies Kupper', 'Sieglinde Wagner', 'Wolfgang Windgassen', 'Josef Metternich', 'Josef Greindl', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay', 'RIAS Kammerchor'] — Der fliegende Holländer, WWV 63 / Act 3: Erfahre das Geschick, vor dem ich dich bewahr', 52212: ['Heroes Del Silencio'] — La chispa adecuada (Bendecida 3), 165934: ['Grupo Cañaveral De Humberto Pabón'] — Estoy Enamorado De Ti, 65397: ['Arik Einstein', 'Miki Gavrielov'] — Ani Veata, 120992: ['Dying Fetus'] — Grotesque Impalement, 133389: ['Petra'] — Not Of This World, 120566: ['Barenaked Ladies'] — Who Needs Sleep?, 103687: ['Cedarmont Kids'] — I'm In The Lord's Army"
User 6),140207: ['The Score'] — Higher),"154850: ['Ghost and Pals', 'Silver Chord Music'] — Candle Queen, 123793: ['Iration'] — Reelin, 99118: ['Big Star'] — Give Me Another Chance, 66406: ['Hot Chocolate'] — You Could've Been a Lady, 163987: ['Marillion'] — Sugar Mice - 1999 Remaster, 131167: ['Lucio Battisti'] — I giardini di marzo, 15032: ['Eric Carmen'] — Hungry Eyes - From ""Dirty Dancing"" Soundtrack, 36155: ['The Movement'] — Set Sail, 38217: ['物語シリーズ'] — 恋愛サーキュレーション, 48501: ['The Wild Tchoupitoulas'] — Meet De Boys On The Battlefront"
User 6),"170354: ['The Score', 'blackbear'] — Dreamin (with blackbear))","83537: ['鈴木 弘'] — クロとシロ, 170094: ['Ozuna'] — Devuelveme, 18633: ['Alessia Cara'] — Scars To Your Beautiful, 169187: ['James Blake'] — Life Round Here, 120996: ['Panchiko'] — Laputa, 168596: ['Broken Bells'] — Vaporize, 149021: ['Madonna', 'Shep Pettibone'] — Into the Groove, 152832: ['Strafe'] — Set It Off (Vocal), 16522: ['Eamon'] — Fuck It (I Don't Want You Back), 52249: ['Willie Colón'] — Talento De Televisión"
User 6),"17448: ['David Guetta', 'Kid Cudi'] — Memories (feat. Kid Cudi))","151426: ['Los Pericos'] — Waitin', 95988: ['Louis and Bebe Barron'] — Robby, The Cook, And 60 Gallons Of Booze, 8441: ['Eydie Gormé', 'Los Panchos'] — Sabor a Mí, 152326: ['Groundation'] — Jah Jah Know, 52165: ['Kyuss'] — Demon Cleaner, 129857: ['Skeeter Davis', 'Bobby Bare'] — Let It Be Me (Je t-appartiens), 124054: ['SVRCINA'] — Battlefield, 84661: ['Garland Jeffreys'] — 96 Tears, 140476: ['Momento'] — The Destination, 124341: ['Ruel'] — Not Thinkin' Bout You"
User 6),"17860: ['David Guetta', 'Sia'] — Titanium (feat. Sia))","18319: ['Ellie Goulding'] — Burn, 36489: ['Adam Lambert'] — If I Had You, 169687: ['Ellie Goulding'] — Still Falling For You - From ""Bridget Jones's Baby"", 91396: ['EDEN'] — rock + roll, 155554: ['David Guetta', 'Sia'] — Let's Love, 18498: ['Tove Lo'] — Talking Body, 18562: ['Tove Lo', 'Hippie Sabotage'] — Habits (Stay High) - Hippie Sabotage Remix, 18331: ['Icona Pop', 'Charli XCX'] — I Love It (feat. Charli XCX), 18874: ['EDEN'] — sex (catching feelings), 91261: ['Ellie Goulding'] — Love Me Like You Do - From ""Fifty Shades Of Grey"""
User 6),"90202: ['David Guetta', 'Akon'] — Sexy Bitch (feat. Akon))","55171: ['fun.'] — The Gambler, 18402: ['Moon Taxi'] — Morocco, 37173: [""The Mowgli's""] — San Francisco, 37353: ['Andrew McMahon in the Wilderness'] — Cecilia And The Satellite, 19073: ['The Chainsmokers', 'Coldplay'] — Something Just Like This, 18897: ['Mike Posner', 'Seeb'] — I Took A Pill In Ibiza - Seeb Remix, 170272: ['Galantis', 'OneRepublic'] — Bones (feat. OneRepublic), 19085: ['BANNERS'] — Someone To You, 56356: ['Oh Wonder'] — All We Do, 139599: ['fun.'] — Sight of the Sun - Single Version"
User 7),53043: ['Moby'] — Why Does My Heart Feel So Bad?),"125709: ['Giuseppe Verdi', 'Gino Marinuzzi', ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero'] — Verdi : La forza del destino : Act 4 ""Del mondo i disinganni"" [Padre Guardiano, Melitone], 67385: [""'Til Tuesday""] — Voices Carry, 81995: ['David Axelrod'] — The Smile, 118173: ['Pete Sanchez', ""Integrity's Hosanna! Music""] — I Exalt Thee, 137825: ['William Murphy'] — Praise Is What I Do - Live, 114302: ['Jack Wood'] — Born to Wander, 85335: ['Michael Franks'] — When I Give My Love to You (with Brenda Russell), 163940: ['Dyango'] — Esa mujer, 162555: ['Los Rebeldes Del Bravo'] — El Criminal, 28781: ['Focus'] — Hocus Pocus - Extended Version"
User 7),34466: ['Moby'] — Natural Blues),"136262: ['Rachid Taha'] — Ya Rayah, 70905: ['Los Askis'] — Te Daré Una Rosa, 170511: ['Arijit Singh'] — Aye Dekhe Jaa, 54715: ['Sum 41'] — Underclass Hero, 101157: ['France Joli'] — Gonna Get Over You, 55081: ['The Brobecks'] — Better Than Me, 30502: ['Chocolate Milk'] — Doc, 74135: ['Farruko', 'Ky-Mani Marley'] — Chillax (feat. Ky-Mani Marley), 88281: ['MoKenStef'] — He's Mine, 90627: ['FIDLAR'] — No Waves"
User 7),139385: ['London Grammar'] — Hey Now),"67385: [""'Til Tuesday""] — Voices Carry, 81995: ['David Axelrod'] — The Smile, 125709: ['Giuseppe Verdi', 'Gino Marinuzzi', ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero'] — Verdi : La forza del destino : Act 4 ""Del mondo i disinganni"" [Padre Guardiano, Melitone], 118173: ['Pete Sanchez', ""Integrity's Hosanna! Music""] — I Exalt Thee, 137825: ['William Murphy'] — Praise Is What I Do - Live, 114302: ['Jack Wood'] — Born to Wander, 85335: ['Michael Franks'] — When I Give My Love to You (with Brenda Russell), 163940: ['Dyango'] — Esa mujer, 162555: ['Los Rebeldes Del Bravo'] — El Criminal, 117366: ['Los Warahuaco'] — El Canoero"
User 7),107422: ['London Grammar'] — Wasting My Young Years),"95129: ['Wolfgang Amadeus Mozart', 'Rudolf Serkin', 'Alexander Schneider', 'Columbia Symphony Orchestra'] — Piano Concerto No. 14 in E-Flat Major, K. 449: III. Allegro ma non troppo, 36259: ['Colin Firth', 'Pierce Brosnan', 'Stellan Skarsgård', 'Amanda Seyfried', 'Meryl Streep'] — Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack, 170511: ['Arijit Singh'] — Aye Dekhe Jaa, 169803: ['Tedeschi Trucks Band'] — Anyhow, 112497: ['Champion Jack Dupree'] — Frankie & Johnny, 29475: ['Lonnie Liston Smith'] — A Garden Of Peace, 74135: ['Farruko', 'Ky-Mani Marley'] — Chillax (feat. Ky-Mani Marley), 47300: ['Francis Lai'] — Theme From Love Story, 164570: ['Dead Can Dance'] — Saltarello (Remastered), 70508: ['Lighthouse Family'] — High"
User 7),17809: ['Adele'] — Someone Like You),"72551: ['Adele'] — Hiding My Heart, 36915: ['Adele'] — Lovesong, 55519: ['Adele'] — He Won't Go, 17830: ['Adele'] — Rolling in the Deep, 36547: ['Adele'] — Rolling in the Deep, 36209: ['Adele'] — Melt My Heart To Stone, 122336: ['Adele'] — Tired, 56586: ['Adele'] — Million Years Ago, 36151: ['Adele'] — Daydreamer, 107942: ['Adele'] — Send My Love (To Your New Lover)"
User 7),17830: ['Adele'] — Rolling in the Deep),"122336: ['Adele'] — Tired, 36209: ['Adele'] — Melt My Heart To Stone, 36151: ['Adele'] — Daydreamer, 56586: ['Adele'] — Million Years Ago, 36547: ['Adele'] — Rolling in the Deep, 36915: ['Adele'] — Lovesong, 56421: ['Adele'] — Remedy, 72551: ['Adele'] — Hiding My Heart, 107916: ['Adele'] — Love in the Dark, 55519: ['Adele'] — He Won't Go"
User 7),18134: ['Adele'] — Skyfall),"72551: ['Adele'] — Hiding My Heart, 36915: ['Adele'] — Lovesong, 107916: ['Adele'] — Love in the Dark, 56421: ['Adele'] — Remedy, 56586: ['Adele'] — Million Years Ago, 17830: ['Adele'] — Rolling in the Deep, 73368: ['Adele'] — I'll Be Waiting, 36547: ['Adele'] — Rolling in the Deep, 122336: ['Adele'] — Tired, 36209: ['Adele'] — Melt My Heart To Stone"
User 7),36742: ['Adele'] — Don't You Remember),"36188: ['Adele'] — Crazy For You, 107916: ['Adele'] — Love in the Dark, 55519: ['Adele'] — He Won't Go, 72551: ['Adele'] — Hiding My Heart, 36915: ['Adele'] — Lovesong, 56421: ['Adele'] — Remedy, 36547: ['Adele'] — Rolling in the Deep, 17830: ['Adele'] — Rolling in the Deep, 122336: ['Adele'] — Tired, 18947: ['Adele'] — Send My Love (To Your New Lover)"
